scenario_name	n_total	group	power	scenario_set
ARREST_raw	4500	C	0.22066613887668862	main
ARREST_raw	4500	D	0.2255120277624556	main
ARREST_raw	4500	E	0.28064137509072185	main
ARREST_raw	4600	A	0.010000000000000009	main
ARREST_raw	4600	B	1	main
ARREST_raw	4600	C	0.2266296062602614	main
ARREST_raw	4600	D	0.23160347674429704	main
ARREST_raw	4600	E	0.28811687849562806	main
ARREST_raw	4700	A	0.010000000000000009	main
ARREST_raw	4700	B	1	main
ARREST_raw	4700	C	0.23261711897096615	main
ARREST_raw	4700	D	0.23771829148710288	main
ARREST_raw	4700	E	0.29560276163620314	main
ARREST_raw	4800	A	0.010000000000000009	main
ARREST_raw	4800	B	1	main
ARREST_raw	4800	C	0.2386268722255056	main
ARREST_raw	4800	D	0.24385459001743104	main
ARREST_raw	4800	E	0.30309624233245636	main
ARREST_raw	4900	A	0.010000000000000009	main
ARREST_raw	4900	B	1	main
ARREST_raw	4900	C	0.24465708653820795	main
ARREST_raw	4900	D	0.25001051789719897	main
ARREST_raw	4900	E	0.31059460031336383	main
ARREST_raw	5000	A	0.010000000000000009	main
ARREST_raw	5000	B	1	main
ARREST_raw	5000	C	0.2507060081130862	main
ARREST_raw	5000	D	0.2561842486220731	main
ARREST_raw	5000	E	0.3180951774884645	main
ARREST_raw	5100	A	0.010000000000000009	main
ARREST_raw	5100	B	1	main
ARREST_raw	5100	C	0.25677190920357895	main
ARREST_raw	5100	D	0.2623739839848218	main
ARREST_raw	5100	E	0.32559537814439454	main
ARREST_raw	5200	A	0.010000000000000009	main
ARREST_raw	5200	B	1	main
ARREST_raw	5200	C	0.26285308844095523	main
ARREST_raw	5200	D	0.268577954404728	main
ARREST_raw	5200	E	0.3330926690696342	main
ARREST_raw	5300	A	0.010000000000000009	main
ARREST_raw	5300	B	1	main
ARREST_raw	5300	C	0.2689478711323444	main
ARREST_raw	5300	D	0.2747944192241403	main
ARREST_raw	5300	E	0.34058457961067556	main
ARREST_raw	5400	A	0.010000000000000009	main
ARREST_raw	5400	B	1	main
ARREST_raw	5400	C	0.2750546095293438	main
ARREST_raw	5400	D	0.28102166697322417	main
ARREST_raw	5400	E	0.34806870166273185	main
ARREST_raw	5500	A	0.010000000000000009	main
ARREST_raw	5500	B	1	main
ARREST_raw	5500	C	0.28117168306813733	main
ARREST_raw	5500	D	0.2872580156039555	main
ARREST_raw	5500	E	0.3555426895980376	main
ARREST_raw	5600	A	0.010000000000000009	main
ARREST_raw	5600	B	1	main
ARREST_raw	5600	C	0.2872974985820467	main
ARREST_raw	5600	D	0.293501812694383	main
ARREST_raw	5600	E	0.3630042601347049	main
ARREST_raw	5700	A	0.010000000000000009	main
ARREST_raw	5700	B	1	main
ARREST_raw	5700	C	0.293430490487415	main
ARREST_raw	5700	D	0.2997514356241654	main
ARREST_raw	5700	E	0.3704511921490282	main
ARREST_raw	5800	A	0.010000000000000009	main
ARREST_raw	5800	B	1	main
ARREST_raw	5800	C	0.2995691209437167	main
ARREST_raw	5800	D	0.3060052917223769	main
ARREST_raw	5800	E	0.3778813264340529	main
ARREST_raw	5900	A	0.010000000000000009	main
ARREST_raw	5900	B	1	main
ARREST_raw	5900	C	0.30571187998876137	main
ARREST_raw	5900	D	0.31226181838854616	main
ARREST_raw	5900	E	0.3852925654071394	main
ARREST_raw	6000	A	0.010000000000000009	main
ARREST_raw	6000	B	1	main
ARREST_raw	6000	C	0.31185728564985127	main
ARREST_raw	6000	D	0.3185194831878868	main
ARREST_raw	6000	E	0.3926828727691899	main
ARREST_raw	6100	A	0.010000000000000009	main
ARREST_raw	6100	B	1	main
ARREST_raw	6100	C	0.3180038840317324	main
ARREST_raw	6100	D	0.32477678392165144	main
ARREST_raw	6100	E	0.4000502731181199	main
ARREST_raw	6200	A	0.010000000000000009	main
ARREST_raw	6200	B	1	main
ARREST_raw	6200	C	0.3241502493821653	main
ARREST_raw	6200	D	0.33103224867352676	main
ARREST_raw	6200	E	0.4073928515190851	main
ARREST_raw	6300	A	0.010000000000000009	main
ARREST_raw	6300	B	1	main
ARREST_raw	6300	C	0.3302949841359225	main
ARREST_raw	6300	D	0.33728443583296497	main
ARREST_raw	6300	E	0.4147087530339024	main
ARREST_raw	6400	A	0.010000000000000009	main
ARREST_raw	6400	B	1	main
ARREST_raw	6400	C	0.3364367189380101	main
ARREST_raw	6400	D	0.34353193409633553	main
ARREST_raw	6400	E	0.4219961822120275	main
ARREST_raw	6500	A	0.010000000000000009	main
ARREST_raw	6500	B	1	main
ARREST_raw	6500	C	0.34257411264688375	main
ARREST_raw	6500	D	0.34977336244675383	main
ARREST_raw	6500	E	0.42925340254538147	main
ARREST_raw	6600	A	0.010000000000000009	main
ARREST_raw	6600	B	1	main
ARREST_raw	6600	C	0.3487058523184299	main
ARREST_raw	6600	D	0.3560073701134311	main
ARREST_raw	6600	E	0.4364787358892468	main
ARREST_raw	6700	A	0.010000000000000009	main
ARREST_raw	6700	B	1	main
ARREST_raw	6700	C	0.35483065317144835	main
ARREST_raw	6700	D	0.3622326365113725	main
ARREST_raw	6700	E	0.44367056185138387	main
ARREST_raw	6800	A	0.010000000000000009	main
ARREST_raw	6800	B	1	main
ARREST_raw	6800	C	0.36094725853537457	main
ARREST_raw	6800	D	0.3684478711622259	main
ARREST_raw	6800	E	0.4508273171514464	main
ARREST_raw	6900	A	0.010000000000000009	main
ARREST_raw	6900	B	1	main
ARREST_raw	6900	C	0.367054439780948	main
ARREST_raw	6900	D	0.37465181359707234	main
ARREST_raw	6900	E	0.45794749495271225	main
ARREST_raw	7000	A	0.010000000000000009	main
ARREST_raw	7000	B	1	main
ARREST_raw	7000	C	0.3731509962345291	main
ARREST_raw	7000	D	0.38084323324192715	main
ARREST_raw	7000	E	0.4650296441680729	main
ARREST_raw	7100	A	0.010000000000000009	main
ARREST_raw	7100	B	1	main
ARREST_raw	7100	C	0.37923575507674934	main
ARREST_raw	7100	D	0.3870209292867046	main
ARREST_raw	7100	E	0.47207236874216363	main
ARREST_raw	7200	A	0.010000000000000009	main
ARREST_raw	7200	B	1	main
ARREST_raw	7200	C	0.3853075712261558	main
ARREST_raw	7200	D	0.3931837305383833	main
ARREST_raw	7200	E	0.4790743269114448	main
ARREST_raw	7300	A	0.010000000000000009	main
ARREST_raw	7300	B	1	main
ARREST_raw	7300	C	0.3913653272085077	main
ARREST_raw	7300	D	0.3993304952590836	main
ARREST_raw	7300	E	0.4860342304439935	main
ARREST_raw	7400	A	0.010000000000000009	main
ARREST_raw	7400	B	1	main
ARREST_raw	7400	C	0.397407933012358	main
ARREST_raw	7400	D	0.405460110989762	main
ARREST_raw	7400	E	0.49295084386068644	main
ARREST_raw	7500	A	0.010000000000000009	main
ARREST_raw	7500	B	1	main
ARREST_raw	7500	C	0.40343432593154327	main
ARREST_raw	7500	D	0.4115714943602041	main
ARREST_raw	7500	E	0.49982298363940736	main
ARREST_raw	7600	A	0.010000000000000009	main
ARREST_raw	7600	B	1	main
ARREST_raw	7600	C	0.4094434703951868	main
ARREST_raw	7600	D	0.41766359088597815	main
ARREST_raw	7600	E	0.5066495174038437	main
ARREST_raw	7700	A	0.010000000000000009	main
ARREST_raw	7700	B	1	main
ARREST_raw	7700	C	0.41543435778580806	main
ARREST_raw	7700	D	0.4237353747530015	main
ARREST_raw	7700	E	0.5134293630983818	main
ARREST_raw	7800	A	0.010000000000000009	main
ARREST_raw	7800	B	1	main
ARREST_raw	7800	C	0.421406006246114	main
ARREST_raw	7800	D	0.42978584859034963	main
ARREST_raw	7800	E	0.5201614881505541	main
ARREST_raw	7900	A	0.010000000000000009	main
ARREST_raw	7900	B	1	main
ARREST_raw	7900	C	0.42735746047503387	main
ARREST_raw	7900	D	0.4358140432319222	main
ARREST_raw	7900	E	0.5268449086224285	main
ARREST_raw	8000	A	0.010000000000000009	main
ARREST_raw	8000	B	1	main
ARREST_raw	8000	C	0.4332877915135471	main
ARREST_raw	8000	D	0.44181901746756436	main
ARREST_raw	8000	E	0.5334786883522853	main
ARREST_raw	8100	A	0.010000000000000009	main
ARREST_raw	8100	B	1	main
ARREST_raw	8100	C	0.43919609652083746	main
ARREST_raw	8100	D	0.44779985778422915	main
ARREST_raw	8100	E	0.540061938087862	main
ARREST_raw	8200	A	0.010000000000000009	main
ARREST_raw	8200	B	1	main
ARREST_raw	8200	C	0.4450814985412882	main
ARREST_raw	8200	D	0.4537556780977421	main
ARREST_raw	8200	E	0.5465938146124045	main
ARREST_raw	8300	A	0.010000000000000009	main
ARREST_raw	8300	B	1	main
ARREST_raw	8300	C	0.45094314626283305	main
ARREST_raw	8300	D	0.45968561947572384	main
ARREST_raw	8300	E	0.5530735198647023	main
ARREST_raw	8400	A	0.010000000000000009	main
ARREST_raw	8400	B	1	main
ARREST_raw	8400	C	0.4567802137671444	main
ARREST_raw	8400	D	0.4655888498522005	main
ARREST_raw	8400	E	0.559500300054242	main
ARREST_raw	8500	A	0.010000000000000009	main
ARREST_raw	8500	B	1	main
ARREST_raw	8500	C	0.46259190027214436	main
ARREST_raw	8500	D	0.4714645637344259	main
ARREST_raw	8500	E	0.5658734447725617	main
ARREST_raw	8600	A	0.010000000000000009	main
ARREST_raw	8600	B	1	main
ARREST_raw	8600	C	0.4683774298672989	main
ARREST_raw	8600	D	0.47731198190242097	main
ARREST_raw	8600	E	0.5721922861018394	main
ARREST_raw	8700	A	0.010000000000000009	main
ARREST_raw	8700	B	1	main
ARREST_raw	8700	C	0.47413605124214997	main
ARREST_raw	8700	D	0.48313035110171243	main
ARREST_raw	8700	E	0.5784561977217066	main
ARREST_raw	8800	A	0.010000000000000009	main
ARREST_raw	8800	B	1	main
ARREST_raw	8800	C	0.47986703740852155	main
ARREST_raw	8800	D	0.4889189437297573	main
ARREST_raw	8800	E	0.5846645940152323	main
ARREST_raw	8900	A	0.010000000000000009	main
ARREST_raw	8900	B	1	main
ARREST_raw	8900	C	0.48556968541682755	main
ARREST_raw	8900	D	0.49467705751650215	main
ARREST_raw	8900	E	0.5908169291749708	main
ARREST_raw	9000	A	0.010000000000000009	main
ARREST_raw	9000	B	1	main
ARREST_raw	9000	C	0.4912433160668921	main
ARREST_raw	9000	D	0.5004040151995366	main
ARREST_raw	9000	E	0.5969126963099372	main
ARREST_raw	9100	A	0.010000000000000009	main
ARREST_raw	9100	B	1	main
ARREST_raw	9100	C	0.4968872736136867	main
ARREST_raw	9100	D	0.5060991641942586	main
ARREST_raw	9100	E	0.6029514265543208	main
ARREST_raw	9200	A	0.010000000000000009	main
ARREST_raw	9200	B	1	main
ARREST_raw	9200	C	0.5025009254683703	main
ARREST_raw	9200	D	0.5117618762594855	main
ARREST_raw	9200	E	0.6089326881787143	main
ARREST_raw	9300	A	0.010000000000000009	main
ARREST_raw	9300	B	1	main
ARREST_raw	9300	C	0.5080836618950089	main
ARREST_raw	9300	D	0.5173915471589042	main
ARREST_raw	9300	E	0.6148560857045922	main
ARREST_raw	9400	A	0.010000000000000009	main
ARREST_raw	9400	B	1	main
ARREST_raw	9400	C	0.5136348957033414	main
ARREST_raw	9400	D	0.5229875963187617	main
ARREST_raw	9400	E	0.620721259022738	main
ARREST_raw	9500	A	0.010000000000000009	main
ARREST_raw	9500	B	1	main
