scenario_name	target_group	sensitivity	specificity	sim_id	true_beta	empirical_beta	p_value	n_enrolled	bias	mse	significant	wrong_direction	significant_wrong
ARREST_raw	B	1	1	1	2.9338568698359038	1.700409690639827	0.03760158203349295	26.89	-1.2334471791960768	1.521391943866759	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	2	2.9338568698359038	1.9599208861249113	0.007900440855038271	26.89	-0.9739359837109924	0.9485513003670986	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	3	2.9338568698359038	2.572024858676955	5.197420958993337e-4	26.89	-0.3618320111589486	0.1309224042993295	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	4	2.9338568698359038	2.83321334405595	0.002596241762986673	26.89	-0.10064352577995361	0.010129119281420188	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	5	2.9338568698359038	NA	1	26.89	NA	NA	FALSE	NA	FALSE
ARREST_raw	B	1	1	6	2.9338568698359038	1.669157147135328	0.044868747366583306	26.89	-1.2646997227005758	1.5994653885989134	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	7	2.9338568698359038	2.273270705323974	0.009115811160426701	26.89	-0.6605861645119298	0.43637408074458234	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	8	2.9338568698359038	2.2686835413151325	0.0022908722058162523	26.89	-0.6651733285207713	0.4424555569754019	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	9	2.9338568698359038	2.245426679154097	0.007158328922380552	26.89	-0.6884301906818067	0.47393612744218866	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	10	2.9338568698359038	3.2188758248682015	0.002936933574863021	26.89	0.2850189550322977	0.08123580472770293	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	11	2.9338568698359038	3.4122472178487406	0.001828264572732885	26.89	0.47839034801283686	0.22885732507184317	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	12	2.9338568698359038	1.9540402751385633	0.03318037981027233	26.89	-0.9798165946973405	0.9600405592442924	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	13	2.9338568698359038	2.0877403444945073	0.017929342262306025	26.89	-0.8461165253413965	0.715913174455798	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	14	2.9338568698359038	3.2672123714294914	2.522760935325108e-4	26.89	0.3333555015935876	0.1111258904427124	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	15	2.9338568698359038	3.1527360223636562	0.005110244902087668	26.89	0.21887915252775247	0.047908083411267136	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	16	2.9338568698359038	2.2454266791470014	0.010555320935124679	26.89	-0.6884301906889023	0.4739361274519584	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	17	2.9338568698359038	1.5051350383344086	0.056330272289009775	26.89	-1.4287218315014951	2.0412460718089864	FALSE	FALSE	FALSE
ARREST_raw	B	1	1	18	2.9338568698359038	3.6109179126442243	1.2276206427830338e-4	26.89	0.6770610428083206	0.4584116556886905	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	19	2.9338568698359038	3.931825632721316	4.693077605653073e-4	26.89	0.9979687628854124	0.9959416516950405	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	20	2.9338568698359038	2.3145136638418493	0.05411065346984156	26.89	-0.6193432059940545	0.38358600681099375	FALSE	FALSE	FALSE
ARREST_raw	B	1	1	21	2.9338568698359038	1.6372819386052735	0.03801919614669169	26.89	-1.2965749312306303	1.6811065522957136	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	22	2.9338568698359038	3.7297014486341924	8.060104934923817e-4	26.89	0.7958445787982886	0.6333685936026254	TRUE	FALSE	FALSE
ARREST_raw	B	1	1	23	2.9338568698359038	3.5866006049935177	9.750771438055139e-6	26.89	0.652743735157614	0.4260743837875133	TRUE	FALSE	FALSE
