scenario_name	accuracy	group	power	bias	mse	wrong_dir
Conservative	0.6	B	0.014	-0.5693315124106463	0.40472941519491956	32.6
Conservative	0.6	C	0.182	0.1306168476183864	0.0331547018725491	3.4000000000000004
Conservative	0.6	D	0.038	-0.06425439736186582	0.025045076569529656	22
Conservative	0.6	E	0.012	0.13834271947897459	0.07501595775858473	34.2
Conservative	0.6	Overall	0.08	-0.002099358536461949	0.005371101905360607	27.6
Conservative	0.65	A	0.012	-0.02187668586928736	0.02700760047998232	0
Conservative	0.65	B	0.02	-0.5427384421292016	0.3840911063790752	30.2
Conservative	0.65	C	0.224	0.11444640261627197	0.029227321068734914	2.4
Conservative	0.65	D	0.048	-0.05416671620432121	0.023489941912939592	19.2
Conservative	0.65	E	0.012	0.13541298207589939	0.08268776074376996	37
Conservative	0.65	Overall	0.08	-0.002099358536461949	0.005371101905360607	27.6
Conservative	0.7	A	0.012	-0.020573145223845974	0.027314097258867364	0
Conservative	0.7	B	0.022	-0.5033526200415496	0.3572651466710171	27.400000000000002
Conservative	0.7	C	0.258	0.0980465326152138	0.025400431592248487	2.4
Conservative	0.7	D	0.058	-0.04570161535188385	0.02205846385976626	16.6
Conservative	0.7	E	0.008	0.12402598420584889	0.08336553756016353	33
Conservative	0.7	Overall	0.08	-0.002099358536461949	0.005371101905360607	27.6
Conservative	0.75	A	0.008	-0.01682893798748213	0.02608080871195507	0
Conservative	0.75	B	0.018	-0.47020598552982906	0.337794386409603	24.8
Conservative	0.75	C	0.29	0.08238809986825622	0.0225802976858227	1.2
Conservative	0.75	D	0.07	-0.03861450009484958	0.020490238715664407	15.4
Conservative	0.75	E	0.012	0.10860409208159567	0.0900517862450698	34
Conservative	0.75	Overall	0.08	-0.002099358536461949	0.005371101905360607	27.6
Conservative	0.8	A	0.014	-0.01678993414024657	0.02614454151636169	0
Conservative	0.8	B	0.03	-0.4222675573045211	0.3098194847092201	21.4
Conservative	0.8	C	0.318	0.06723971465927753	0.02085944727928301	0.8
Conservative	0.8	D	0.072	-0.031828467077992	0.019682615441081443	13.600000000000001
Conservative	0.8	E	0.008	0.0945595017785365	0.1008325120960314	34.4
Conservative	0.8	Overall	0.08	-0.002099358536461949	0.005371101905360607	27.6
Conservative	0.8500000000000001	A	0.01	-0.01124396684627689	0.02502455675807217	0
Conservative	0.8500000000000001	B	0.02	-0.3662727811758077	0.27992541860348547	19
Conservative	0.8500000000000001	C	0.376	0.04661758823354713	0.01918137230851486	0.2
Conservative	0.8500000000000001	D	0.094	-0.024296845272277223	0.01912008579946408	12.8
Conservative	0.8500000000000001	E	0.004	0.07842205107243089	0.11365399472941252	33.800000000000004
Conservative	0.8500000000000001	Overall	0.08	-0.002099358536461949	0.005371101905360607	27.6
Conservative	0.9	A	0.008	-0.00882410681100595	0.02494408214700938	0
Conservative	0.9	B	0.038	-0.2841847147809013	0.24931230773071905	15.4
Conservative	0.9	C	0.426	0.028955766862159383	0.0183937207423119	0.2
Conservative	0.9	D	0.11	-0.016812716112037034	0.017863222021156873	10.8
Conservative	0.9	E	0.012	0.059694899076901814	0.13270736590180213	34.8
Conservative	0.9	Overall	0.08	-0.002099358536461949	0.005371101905360607	27.6
Conservative	0.95	A	0.006	-0.008649944372971166	0.024835664605024933	0
Conservative	0.95	B	0.05	-0.14529319538335086	0.25908373517143757	11.600000000000001
Conservative	0.95	C	0.458	0.013438509080938845	0.017843968315095715	0.2
Conservative	0.95	D	0.112	-0.012040315845623989	0.016687919535992454	8.200000000000001
Conservative	0.95	E	0.012	0.023011104725578387	0.156840082604217	33
Conservative	0.95	Overall	0.08	-0.002099358536461949	0.005371101905360607	27.6
Conservative	0.99	A	0.004	-0.008692609600372903	0.024269643565585263	0
Conservative	0.99	B	0.066	-0.015256730396204073	0.322261477473673	9.2
Conservative	0.99	C	0.51	-7.010773889770097e-4	0.018376423388584386	0.2
Conservative	0.99	D	0.114	-0.00695301497012673	0.016070652281452866	8.200000000000001
Conservative	0.99	E	0.012	-0.006349653707877534	0.1929566133172052	30.599999999999998
Conservative	0.99	Overall	0.08	-0.002099358536461949	0.005371101905360607	27.6
Conservative	1	A	0.004	-0.007229565571945366	0.023574481618189924	0
Conservative	1	B	0.07	0.0579151153625449	0.9204734110958931	9
Conservative	1	C	0.518	-0.004529177479644487	0.018305371686428006	0.2
Conservative	1	D	0.116	-0.0064377536046820805	0.016115546073180616	8.4
Conservative	1	E	0.01	-0.013550707852113892	0.20613724090911378	30.8
Conservative	1	Overall	0.08	-0.002099358536461949	0.005371101905360607	27.6
