test_type	sensitivity	specificity	target_group	event_rate_multiplier	proportion_multiplier	nns_closed_form	nnr_closed_form	true_beta	predicted_beta	bias_closed_form
Perfect (100%)	1	1	B	1.6	1.4	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.6	1.5	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.6	1.6	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.6	1.7000000000000002	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.6	1.8	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.6	1.9	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.6	2	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.7000000000000002	1	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.7000000000000002	1.1	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.7000000000000002	1.2	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.7000000000000002	1.3	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.7000000000000002	1.4	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.7000000000000002	1.5	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.7000000000000002	1.6	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.7000000000000002	1.7000000000000002	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.7000000000000002	1.8	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.7000000000000002	1.9	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.7000000000000002	2	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.8	1	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.8	1.1	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.8	1.2	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.8	1.3	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.8	1.4	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.8	1.5	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.8	1.6	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.8	1.7000000000000002	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.8	1.8	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.8	1.9	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.8	2	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.9	1	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.9	1.1	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.9	1.2	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.9	1.3	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.9	1.4	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.9	1.5	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.9	1.6	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.9	1.7000000000000002	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.9	1.8	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.9	1.9	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	1.9	2	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	2	1	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	2	1.1	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	2	1.2	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	2	1.3	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	2	1.4	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	2	1.5	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	2	1.6	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	2	1.7000000000000002	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	2	1.8	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	2	1.9	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Perfect (100%)	1	1	B	2	2	26729	3583	2.9338568698359038	2.933856869835696	-2.078337502098293e-13
Near-Perfect	0.99	0.99	B	1	1	993	141	2.9338568698359038	1.5278134761661664	-1.4060433936697374
Near-Perfect	0.99	0.99	B	1	1.1	1886	267	2.9338568698359038	1.18028398211154	-1.7535728877243637
Near-Perfect	0.99	0.99	B	1	1.2	7594	1074	2.9338568698359038	0.6478109331242567	-2.286045936711647
Near-Perfect	0.99	0.99	B	1	1.3	156740	22154	2.9338568698359038	0.1580808754570045	-2.775775994378899
Near-Perfect	0.99	0.99	B	1	1.4	156740	22154	2.9338568698359038	0.1580808754570045	-2.775775994378899
Near-Perfect	0.99	0.99	B	1	1.5	156740	22154	2.9338568698359038	0.1580808754570045	-2.775775994378899
Near-Perfect	0.99	0.99	B	1	1.6	156740	22154	2.9338568698359038	0.1580808754570045	-2.775775994378899
Near-Perfect	0.99	0.99	B	1	1.7000000000000002	156740	22154	2.9338568698359038	0.1580808754570045	-2.775775994378899
Near-Perfect	0.99	0.99	B	1	1.8	156740	22154	2.9338568698359038	0.1580808754570045	-2.775775994378899
Near-Perfect	0.99	0.99	B	1	1.9	156740	22154	2.9338568698359038	0.1580808754570045	-2.775775994378899
Near-Perfect	0.99	0.99	B	1	2	156740	22154	2.9338568698359038	0.1580808754570045	-2.775775994378899
Near-Perfect	0.99	0.99	B	1.1	1	1880	266	2.9338568698359038	1.185796343344876	-1.7480605264910278
Near-Perfect	0.99	0.99	B	1.1	1.1	9850	1393	2.9338568698359038	0.5790136066786179	-2.354843263157286
Near-Perfect	0.99	0.99	B	1.1	1.2	155528	21983	2.9338568698359038	0.1593749718079779	-2.774481898027926
Near-Perfect	0.99	0.99	B	1.1	1.3	155528	21983	2.9338568698359038	0.1593749718079779	-2.774481898027926
Near-Perfect	0.99	0.99	B	1.1	1.4	155528	21983	2.9338568698359038	0.1593749718079779	-2.774481898027926
Near-Perfect	0.99	0.99	B	1.1	1.5	155528	21983	2.9338568698359038	0.1593749718079779	-2.774481898027926
Near-Perfect	0.99	0.99	B	1.1	1.6	155528	21983	2.9338568698359038	0.1593749718079779	-2.774481898027926
Near-Perfect	0.99	0.99	B	1.1	1.7000000000000002	155528	21983	2.9338568698359038	0.1593749718079779	-2.774481898027926
Near-Perfect	0.99	0.99	B	1.1	1.8	155528	21983	2.9338568698359038	0.1593749718079779	-2.774481898027926
Near-Perfect	0.99	0.99	B	1.1	1.9	155528	21983	2.9338568698359038	0.1593749718079779	-2.774481898027926
Near-Perfect	0.99	0.99	B	1.1	2	155528	21983	2.9338568698359038	0.1593749718079779	-2.774481898027926
Near-Perfect	0.99	0.99	B	1.2	1	7511	1062	2.9338568698359038	0.6561146405854847	-2.277742229250419
Near-Perfect	0.99	0.99	B	1.2	1.1	154396	21823	2.9338568698359038	0.1606479261236733	-2.7732089437122305
Near-Perfect	0.99	0.99	B	1.2	1.2	154396	21823	2.9338568698359038	0.1606479261236733	-2.7732089437122305
Near-Perfect	0.99	0.99	B	1.2	1.3	154396	21823	2.9338568698359038	0.1606479261236733	-2.7732089437122305
Near-Perfect	0.99	0.99	B	1.2	1.4	154396	21823	2.9338568698359038	0.1606479261236733	-2.7732089437122305
Near-Perfect	0.99	0.99	B	1.2	1.5	154396	21823	2.9338568698359038	0.1606479261236733	-2.7732089437122305
Near-Perfect	0.99	0.99	B	1.2	1.6	154396	21823	2.9338568698359038	0.1606479261236733	-2.7732089437122305
Near-Perfect	0.99	0.99	B	1.2	1.7000000000000002	154396	21823	2.9338568698359038	0.1606479261236733	-2.7732089437122305
Near-Perfect	0.99	0.99	B	1.2	1.8	154396	21823	2.9338568698359038	0.1606479261236733	-2.7732089437122305
Near-Perfect	0.99	0.99	B	1.2	1.9	154396	21823	2.9338568698359038	0.1606479261236733	-2.7732089437122305
Near-Perfect	0.99	0.99	B	1.2	2	154396	21823	2.9338568698359038	0.1606479261236733	-2.7732089437122305
Near-Perfect	0.99	0.99	B	1.3	1	153341	21674	2.9338568698359038	0.16190019917178525	-2.7719566706641183
Near-Perfect	0.99	0.99	B	1.3	1.1	153341	21674	2.9338568698359038	0.16190019917178525	-2.7719566706641183
Near-Perfect	0.99	0.99	B	1.3	1.2	153341	21674	2.9338568698359038	0.16190019917178525	-2.7719566706641183
Near-Perfect	0.99	0.99	B	1.3	1.3	153341	21674	2.9338568698359038	0.16190019917178525	-2.7719566706641183
Near-Perfect	0.99	0.99	B	1.3	1.4	153341	21674	2.9338568698359038	0.16190019917178525	-2.7719566706641183
Near-Perfect	0.99	0.99	B	1.3	1.5	153341	21674	2.9338568698359038	0.16190019917178525	-2.7719566706641183
Near-Perfect	0.99	0.99	B	1.3	1.6	153341	21674	2.9338568698359038	0.16190019917178525	-2.7719566706641183
Near-Perfect	0.99	0.99	B	1.3	1.7000000000000002	153341	21674	2.9338568698359038	0.16190019917178525	-2.7719566706641183
Near-Perfect	0.99	0.99	B	1.3	1.8	153341	21674	2.9338568698359038	0.16190019917178525	-2.7719566706641183
Near-Perfect	0.99	0.99	B	1.3	1.9	153341	21674	2.9338568698359038	0.16190019917178525	-2.7719566706641183
Near-Perfect	0.99	0.99	B	1.3	2	153341	21674	2.9338568698359038	0.16190019917178525	-2.7719566706641183
Near-Perfect	0.99	0.99	B	1.4	1	152359	21535	2.9338568698359038	0.1631322479687773	-2.7707246218671266
Near-Perfect	0.99	0.99	B	1.4	1.1	152359	21535	2.9338568698359038	0.1631322479687773	-2.7707246218671266
Near-Perfect	0.99	0.99	B	1.4	1.2	152359	21535	2.9338568698359038	0.1631322479687773	-2.7707246218671266
Near-Perfect	0.99	0.99	B	1.4	1.3	152359	21535	2.9338568698359038	0.1631322479687773	-2.7707246218671266
Near-Perfect	0.99	0.99	B	1.4	1.4	152359	21535	2.9338568698359038	0.1631322479687773	-2.7707246218671266
Near-Perfect	0.99	0.99	B	1.4	1.5	152359	21535	2.9338568698359038	0.1631322479687773	-2.7707246218671266
Near-Perfect	0.99	0.99	B	1.4	1.6	152359	21535	2.9338568698359038	0.1631322479687773	-2.7707246218671266
Near-Perfect	0.99	0.99	B	1.4	1.7000000000000002	152359	21535	2.9338568698359038	0.1631322479687773	-2.7707246218671266
Near-Perfect	0.99	0.99	B	1.4	1.8	152359	21535	2.9338568698359038	0.1631322479687773	-2.7707246218671266
Near-Perfect	0.99	0.99	B	1.4	1.9	152359	21535	2.9338568698359038	0.1631322479687773	-2.7707246218671266
Near-Perfect	0.99	0.99	B	1.4	2	152359	21535	2.9338568698359038	0.1631322479687773	-2.7707246218671266
Near-Perfect	0.99	0.99	B	1.5	1	151448	21406	2.9338568698359038	0.16434452614009315	-2.7695123436958107
Near-Perfect	0.99	0.99	B	1.5	1.1	151448	21406	2.9338568698359038	0.16434452614009315	-2.7695123436958107
Near-Perfect	0.99	0.99	B	1.5	1.2	151448	21406	2.9338568698359038	0.16434452614009315	-2.7695123436958107
Near-Perfect	0.99	0.99	B	1.5	1.3	151448	21406	2.9338568698359038	0.16434452614009315	-2.7695123436958107
Near-Perfect	0.99	0.99	B	1.5	1.4	151448	21406	2.9338568698359038	0.16434452614009315	-2.7695123436958107
Near-Perfect	0.99	0.99	B	1.5	1.5	151448	21406	2.9338568698359038	0.16434452614009315	-2.7695123436958107
Near-Perfect	0.99	0.99	B	1.5	1.6	151448	21406	2.9338568698359038	0.16434452614009315	-2.7695123436958107
Near-Perfect	0.99	0.99	B	1.5	1.7000000000000002	151448	21406	2.9338568698359038	0.16434452614009315	-2.7695123436958107
Near-Perfect	0.99	0.99	B	1.5	1.8	151448	21406	2.9338568698359038	0.16434452614009315	-2.7695123436958107
Near-Perfect	0.99	0.99	B	1.5	1.9	151448	21406	2.9338568698359038	0.16434452614009315	-2.7695123436958107
Near-Perfect	0.99	0.99	B	1.5	2	151448	21406	2.9338568698359038	0.16434452614009315	-2.7695123436958107
Near-Perfect	0.99	0.99	B	1.6	1	150604	21287	2.9338568698359038	0.1655374842831932	-2.7683193855527106
Near-Perfect	0.99	0.99	B	1.6	1.1	150604	21287	2.9338568698359038	0.1655374842831932	-2.7683193855527106
Near-Perfect	0.99	0.99	B	1.6	1.2	150604	21287	2.9338568698359038	0.1655374842831932	-2.7683193855527106
Near-Perfect	0.99	0.99	B	1.6	1.3	150604	21287	2.9338568698359038	0.1655374842831932	-2.7683193855527106
Near-Perfect	0.99	0.99	B	1.6	1.4	150604	21287	2.9338568698359038	0.1655374842831932	-2.7683193855527106
Near-Perfect	0.99	0.99	B	1.6	1.5	150604	21287	2.9338568698359038	0.1655374842831932	-2.7683193855527106
Near-Perfect	0.99	0.99	B	1.6	1.6	150604	21287	2.9338568698359038	0.1655374842831932	-2.7683193855527106
Near-Perfect	0.99	0.99	B	1.6	1.7000000000000002	150604	21287	2.9338568698359038	0.1655374842831932	-2.7683193855527106
Near-Perfect	0.99	0.99	B	1.6	1.8	150604	21287	2.9338568698359038	0.1655374842831932	-2.7683193855527106
Near-Perfect	0.99	0.99	B	1.6	1.9	150604	21287	2.9338568698359038	0.1655374842831932	-2.7683193855527106
Near-Perfect	0.99	0.99	B	1.6	2	150604	21287	2.9338568698359038	0.1655374842831932	-2.7683193855527106
Near-Perfect	0.99	0.99	B	1.7000000000000002	1	149825	21177	2.9338568698359038	0.16671157033421932	-2.7671452995016845
Near-Perfect	0.99	0.99	B	1.7000000000000002	1.1	149825	21177	2.9338568698359038	0.16671157033421932	-2.7671452995016845
Near-Perfect	0.99	0.99	B	1.7000000000000002	1.2	149825	21177	2.9338568698359038	0.16671157033421932	-2.7671452995016845
Near-Perfect	0.99	0.99	B	1.7000000000000002	1.3	149825	21177	2.9338568698359038	0.16671157033421932	-2.7671452995016845
Near-Perfect	0.99	0.99	B	1.7000000000000002	1.4	149825	21177	2.9338568698359038	0.16671157033421932	-2.7671452995016845
Near-Perfect	0.99	0.99	B	1.7000000000000002	1.5	149825	21177	2.9338568698359038	0.16671157033421932	-2.7671452995016845
Near-Perfect	0.99	0.99	B	1.7000000000000002	1.6	149825	21177	2.9338568698359038	0.16671157033421932	-2.7671452995016845
Near-Perfect	0.99	0.99	B	1.7000000000000002	1.7000000000000002	149825	21177	2.9338568698359038	0.16671157033421932	-2.7671452995016845
Near-Perfect	0.99	0.99	B	1.7000000000000002	1.8	149825	21177	2.9338568698359038	0.16671157033421932	-2.7671452995016845
Near-Perfect	0.99	0.99	B	1.7000000000000002	1.9	149825	21177	2.9338568698359038	0.16671157033421932	-2.7671452995016845
Near-Perfect	0.99	0.99	B	1.7000000000000002	2	149825	21177	2.9338568698359038	0.16671157033421932	-2.7671452995016845
Near-Perfect	0.99	0.99	B	1.8	1	149108	21075	2.9338568698359038	0.16786722993906902	-2.765989639896835
Near-Perfect	0.99	0.99	B	1.8	1.1	149108	21075	2.9338568698359038	0.16786722993906902	-2.765989639896835
Near-Perfect	0.99	0.99	B	1.8	1.2	149108	21075	2.9338568698359038	0.16786722993906902	-2.765989639896835
Near-Perfect	0.99	0.99	B	1.8	1.3	149108	21075	2.9338568698359038	0.16786722993906902	-2.765989639896835
Near-Perfect	0.99	0.99	B	1.8	1.4	149108	21075	2.9338568698359038	0.16786722993906902	-2.765989639896835
Near-Perfect	0.99	0.99	B	1.8	1.5	149108	21075	2.9338568698359038	0.16786722993906902	-2.765989639896835
Near-Perfect	0.99	0.99	B	1.8	1.6	149108	21075	2.9338568698359038	0.16786722993906902	-2.765989639896835
Near-Perfect	0.99	0.99	B	1.8	1.7000000000000002	149108	21075	2.9338568698359038	0.16786722993906902	-2.765989639896835
Near-Perfect	0.99	0.99	B	1.8	1.8	149108	21075	2.9338568698359038	0.16786722993906902	-2.765989639896835
Near-Perfect	0.99	0.99	B	1.8	1.9	149108	21075	2.9338568698359038	0.16786722993906902	-2.765989639896835
Near-Perfect	0.99	0.99	B	1.8	2	149108	21075	2.9338568698359038	0.16786722993906902	-2.765989639896835
Near-Perfect	0.99	0.99	B	1.9	1	148451	20983	2.9338568698359038	0.16900490682981725	-2.7648519630060866
Near-Perfect	0.99	0.99	B	1.9	1.1	148451	20983	2.9338568698359038	0.16900490682981725	-2.7648519630060866
Near-Perfect	0.99	0.99	B	1.9	1.2	148451	20983	2.9338568698359038	0.16900490682981725	-2.7648519630060866
Near-Perfect	0.99	0.99	B	1.9	1.3	148451	20983	2.9338568698359038	0.16900490682981725	-2.7648519630060866
Near-Perfect	0.99	0.99	B	1.9	1.4	148451	20983	2.9338568698359038	0.16900490682981725	-2.7648519630060866
Near-Perfect	0.99	0.99	B	1.9	1.5	148451	20983	2.9338568698359038	0.16900490682981725	-2.7648519630060866
Near-Perfect	0.99	0.99	B	1.9	1.6	148451	20983	2.9338568698359038	0.16900490682981725	-2.7648519630060866
Near-Perfect	0.99	0.99	B	1.9	1.7000000000000002	148451	20983	2.9338568698359038	0.16900490682981725	-2.7648519630060866
Near-Perfect	0.99	0.99	B	1.9	1.8	148451	20983	2.9338568698359038	0.16900490682981725	-2.7648519630060866
Near-Perfect	0.99	0.99	B	1.9	1.9	148451	20983	2.9338568698359038	0.16900490682981725	-2.7648519630060866
Near-Perfect	0.99	0.99	B	1.9	2	148451	20983	2.9338568698359038	0.16900490682981725	-2.7648519630060866
Near-Perfect	0.99	0.99	B	2	1	147853	20898	2.9338568698359038	0.17012504320729185	-2.7637318266286117
Near-Perfect	0.99	0.99	B	2	1.1	147853	20898	2.9338568698359038	0.17012504320729185	-2.7637318266286117
Near-Perfect	0.99	0.99	B	2	1.2	147853	20898	2.9338568698359038	0.17012504320729185	-2.7637318266286117
