test_type	sensitivity	specificity	target_group	event_rate_multiplier	proportion_multiplier	nns_closed_form	nnr_closed_form	true_beta	predicted_beta	bias_closed_form
Near-Perfect	0.99	0.99	C	1.9	1.4	10850	3891	-0.23572233352106983	-0.22679043802590373	0.008931895495166098
Near-Perfect	0.99	0.99	C	1.9	1.5	10259	3679	-0.23572233352106983	-0.2273479944517171	0.008374339069352726
Near-Perfect	0.99	0.99	C	1.9	1.6	9751	3497	-0.23572233352106983	-0.22782715608113993	0.007895177439929901
Near-Perfect	0.99	0.99	C	1.9	1.7000000000000002	9312	3339	-0.23572233352106983	-0.22824075394361878	0.007481579577451047
Near-Perfect	0.99	0.99	C	1.9	1.8	8929	3202	-0.23572233352106983	-0.22859879608732836	0.0071235374337414725
Near-Perfect	0.99	0.99	C	1.9	1.9	8594	3082	-0.23572233352106983	-0.2289091869515293	0.006813146569540546
Near-Perfect	0.99	0.99	C	1.9	2	8301	2977	-0.23572233352106983	-0.22917823553792582	0.006544097983144009
Near-Perfect	0.99	0.99	C	2	1	13912	4989	-0.23572233352106983	-0.2237529470796485	0.011969386441421342
Near-Perfect	0.99	0.99	C	2	1.1	12773	4580	-0.23572233352106983	-0.2248212485619257	0.01090108495914413
Near-Perfect	0.99	0.99	C	2	1.2	11840	4246	-0.23572233352106983	-0.22570605917170544	0.01001627434936439
Near-Perfect	0.99	0.99	C	2	1.3	11065	3968	-0.23572233352106983	-0.22644754412884793	0.0092747893922219
Near-Perfect	0.99	0.99	C	2	1.4	10413	3734	-0.23572233352106983	-0.2270747208794351	0.008647612641634744
Near-Perfect	0.99	0.99	C	2	1.5	9858	3535	-0.23572233352106983	-0.227609055318284	0.008113278202785845
Near-Perfect	0.99	0.99	C	2	1.6	9382	3364	-0.23572233352106983	-0.22806674795921245	0.0076555855618573865
Near-Perfect	0.99	0.99	C	2	1.7000000000000002	8972	3217	-0.23572233352106983	-0.2284602346536905	0.00726209886737933
Near-Perfect	0.99	0.99	C	2	1.8	8615	3089	-0.23572233352106983	-0.2287991993176617	0.006923134203408121
Near-Perfect	0.99	0.99	C	2	1.9	8305	2978	-0.23572233352106983	-0.2290912739369883	0.006631059584081528
Near-Perfect	0.99	0.99	C	2	2	8033	2881	-0.23572233352106983	-0.22934253263176413	0.0063798008893057034
High Sens/High Spec	0.95	0.95	C	1	1	72073	26675	-0.23572233352106983	-0.12078399290362034	0.1149383406174495
High Sens/High Spec	0.95	0.95	C	1	1.1	59657	22080	-0.23572233352106983	-0.12855891883969173	0.1071634146813781
High Sens/High Spec	0.95	0.95	C	1	1.2	50736	18778	-0.23572233352106983	-0.13531449391072678	0.10040783961034305
High Sens/High Spec	0.95	0.95	C	1	1.3	44063	16308	-0.23572233352106983	-0.141234280764851	0.09448805275621883
High Sens/High Spec	0.95	0.95	C	1	1.4	38910	14401	-0.23572233352106983	-0.14646009817537822	0.08926223534569161
High Sens/High Spec	0.95	0.95	C	1	1.5	34827	12890	-0.23572233352106983	-0.1511032503736324	0.08461908314743743
High Sens/High Spec	0.95	0.95	C	1	1.6	31524	11667	-0.23572233352106983	-0.15525231446103893	0.0804700190600309
High Sens/High Spec	0.95	0.95	C	1	1.7000000000000002	28803	10661	-0.23572233352106983	-0.15897865745219172	0.07674367606887811
High Sens/High Spec	0.95	0.95	C	1	1.8	26529	9819	-0.23572233352106983	-0.16234041970581034	0.07338191381525949
High Sens/High Spec	0.95	0.95	C	1	1.9	24603	9106	-0.23572233352106983	-0.16538544026112237	0.07033689325994746
High Sens/High Spec	0.95	0.95	C	1	2	22954	8496	-0.23572233352106983	-0.16815343818053086	0.06756889534053898
High Sens/High Spec	0.95	0.95	C	1.1	1	48804	18063	-0.23572233352106983	-0.14121812226778302	0.09450421125328681
High Sens/High Spec	0.95	0.95	C	1.1	1.1	41811	15475	-0.23572233352106983	-0.14775103824254138	0.08797129527852846
High Sens/High Spec	0.95	0.95	C	1.1	1.2	36545	13526	-0.23572233352106983	-0.15341573067081837	0.08230660285025146
High Sens/High Spec	0.95	0.95	C	1.1	1.3	32455	12012	-0.23572233352106983	-0.15836949581004467	0.07735283771102516
High Sens/High Spec	0.95	0.95	C	1.1	1.4	29198	10806	-0.23572233352106983	-0.16273361601244524	0.0729887175086246
High Sens/High Spec	0.95	0.95	C	1.1	1.5	26551	9827	-0.23572233352106983	-0.16660310579096385	0.06911922773010598
High Sens/High Spec	0.95	0.95	C	1.1	1.6	24362	9017	-0.23572233352106983	-0.1700534539356632	0.06566887958540663
High Sens/High Spec	0.95	0.95	C	1.1	1.7000000000000002	22525	8337	-0.23572233352106983	-0.17314538942354546	0.06257694409752437
High Sens/High Spec	0.95	0.95	C	1.1	1.8	20966	7760	-0.23572233352106983	-0.17592831561757272	0.059794017903497115
High Sens/High Spec	0.95	0.95	C	1.1	1.9	19627	7264	-0.23572233352106983	-0.17844282766337347	0.05727950585769637
High Sens/High Spec	0.95	0.95	C	1.1	2	18466	6835	-0.23572233352106983	-0.18072258651344525	0.05499974700762458
High Sens/High Spec	0.95	0.95	C	1.2	1	35862	13273	-0.23572233352106983	-0.15905451573750673	0.0766678177835631
High Sens/High Spec	0.95	0.95	C	1.2	1.1	31446	11639	-0.23572233352106983	-0.16450310257553996	0.07121923094552987
High Sens/High Spec	0.95	0.95	C	1.2	1.2	28013	10368	-0.23572233352106983	-0.1692176981881994	0.06650463533287043
High Sens/High Spec	0.95	0.95	C	1.2	1.3	25275	9355	-0.23572233352106983	-0.17333192059171718	0.06239041292935266
High Sens/High Spec	0.95	0.95	C	1.2	1.4	23047	8530	-0.23572233352106983	-0.1769486095727877	0.05877372394828212
High Sens/High Spec	0.95	0.95	C	1.2	1.5	21202	7847	-0.23572233352106983	-0.18014819958361747	0.055574133937452364
High Sens/High Spec	0.95	0.95	C	1.2	1.6	19653	7274	-0.23572233352106983	-0.1829944991835654	0.05272783433750444
High Sens/High Spec	0.95	0.95	C	1.2	1.7000000000000002	18335	6786	-0.23572233352106983	-0.18553876838545885	0.05018356513561098
High Sens/High Spec	0.95	0.95	C	1.2	1.8	17203	6367	-0.23572233352106983	-0.18782265145659438	0.04789968206447545
High Sens/High Spec	0.95	0.95	C	1.2	1.9	16222	6004	-0.23572233352106983	-0.1898803232882567	0.04584201023281312
High Sens/High Spec	0.95	0.95	C	1.2	2	15363	5686	-0.23572233352106983	-0.19174008484568753	0.04398224867538231
High Sens/High Spec	0.95	0.95	C	1.3	1	29783	11023	-0.23572233352106983	-0.16920450554822092	0.06651782797284891
High Sens/High Spec	0.95	0.95	C	1.3	1.1	26404	9772	-0.23572233352106983	-0.1740478973845982	0.06167443613647164
High Sens/High Spec	0.95	0.95	C	1.3	1.2	23738	8786	-0.23572233352106983	-0.17822893370161683	0.057493399819453006
High Sens/High Spec	0.95	0.95	C	1.3	1.3	21587	7990	-0.23572233352106983	-0.18186895097718647	0.05385338254388336
High Sens/High Spec	0.95	0.95	C	1.3	1.4	19819	7335	-0.23572233352106983	-0.18506111997230978	0.05066121354876005
High Sens/High Spec	0.95	0.95	C	1.3	1.5	18343	6789	-0.23572233352106983	-0.18787816006327848	0.04784417345779135
High Sens/High Spec	0.95	0.95	C	1.3	1.6	17095	6327	-0.23572233352106983	-0.19037764856616374	0.045344684954906095
High Sens/High Spec	0.95	0.95	C	1.3	1.7000000000000002	16027	5932	-0.23572233352106983	-0.19260575668895621	0.04311657683211362
High Sens/High Spec	0.95	0.95	C	1.3	1.8	15105	5591	-0.23572233352106983	-0.19459993050541	0.041122403015659836
High Sens/High Spec	0.95	0.95	C	1.3	1.9	14301	5293	-0.23572233352106983	-0.19639084888620637	0.03933148463486347
High Sens/High Spec	0.95	0.95	C	1.3	2	13597	5033	-0.23572233352106983	-0.19800387607735304	0.037718457443716796
High Sens/High Spec	0.95	0.95	C	1.4	1	27388	10137	-0.23572233352106983	-0.17168472591420228	0.06403760760686755
High Sens/High Spec	0.95	0.95	C	1.4	1.1	24336	9007	-0.23572233352106983	-0.17639411276045652	0.05932822076061331
High Sens/High Spec	0.95	0.95	C	1.4	1.2	21924	8115	-0.23572233352106983	-0.18044922323801765	0.05527311028305218
High Sens/High Spec	0.95	0.95	C	1.4	1.3	19977	7394	-0.23572233352106983	-0.1839708825337471	0.05175145098732273
High Sens/High Spec	0.95	0.95	C	1.4	1.4	18375	6801	-0.23572233352106983	-0.18705160265578893	0.0486707308652809
High Sens/High Spec	0.95	0.95	C	1.4	1.5	17037	6306	-0.23572233352106983	-0.18976340257936644	0.04595893094170339
High Sens/High Spec	0.95	0.95	C	1.4	1.6	15905	5887	-0.23572233352106983	-0.19216317060752913	0.0435591629135407
High Sens/High Spec	0.95	0.95	C	1.4	1.7000000000000002	14936	5528	-0.23572233352106983	-0.19429642534383365	0.04142590817723618
High Sens/High Spec	0.95	0.95	C	1.4	1.8	14100	5219	-0.23572233352106983	-0.19620000675233124	0.0395223267687386
High Sens/High Spec	0.95	0.95	C	1.4	1.9	13373	4950	-0.23572233352106983	-0.19790403628326633	0.0378182972378035
High Sens/High Spec	0.95	0.95	C	1.4	2	12735	4713	-0.23572233352106983	-0.19943336759355307	0.036288965927516764
High Sens/High Spec	0.95	0.95	C	1.5	1	25358	9385	-0.23572233352106983	-0.1739338210568413	0.061788512464228534
High Sens/High Spec	0.95	0.95	C	1.5	1.1	22580	8357	-0.23572233352106983	-0.1785160577640413	0.057206275757028524
High Sens/High Spec	0.95	0.95	C	1.5	1.2	20384	7544	-0.23572233352106983	-0.18245212017398402	0.053270213347085815
High Sens/High Spec	0.95	0.95	C	1.5	1.3	18608	6887	-0.23572233352106983	-0.18586213140226437	0.04986020211880546
High Sens/High Spec	0.95	0.95	C	1.5	1.4	17147	6346	-0.23572233352106983	-0.18883782768938331	0.04688450583168652
High Sens/High Spec	0.95	0.95	C	1.5	1.5	15926	5895	-0.23572233352106983	-0.19145045638943994	0.04427187713162989
High Sens/High Spec	0.95	0.95	C	1.5	1.6	14893	5512	-0.23572233352106983	-0.1937561740370099	0.041966159484059934
High Sens/High Spec	0.95	0.95	C	1.5	1.7000000000000002	14010	5185	-0.23572233352106983	-0.19579982140348876	0.03992251211758108
High Sens/High Spec	0.95	0.95	C	1.5	1.8	13248	4903	-0.23572233352106983	-0.197617617625988	0.038104715895081825
High Sens/High Spec	0.95	0.95	C	1.5	1.9	12585	4658	-0.23572233352106983	-0.19923911795498686	0.03648321556608297
High Sens/High Spec	0.95	0.95	C	1.5	2	12005	4443	-0.23572233352106983	-0.2006886595904448	0.03503367393062504
High Sens/High Spec	0.95	0.95	C	1.6	1	23617	8741	-0.23572233352106983	-0.17598923358369584	0.059733099937373996
High Sens/High Spec	0.95	0.95	C	1.6	1.1	21074	7800	-0.23572233352106983	-0.1804504813267891	0.05527185219428074
High Sens/High Spec	0.95	0.95	C	1.6	1.2	19061	7055	-0.23572233352106983	-0.18427357242408865	0.05144876109698118
High Sens/High Spec	0.95	0.95	C	1.6	1.3	17432	6452	-0.23572233352106983	-0.18757778216476925	0.04814455135630058
High Sens/High Spec	0.95	0.95	C	1.6	1.4	16092	5956	-0.23572233352106983	-0.19045398351874163	0.045268350002328206
High Sens/High Spec	0.95	0.95	C	1.6	1.5	14972	5541	-0.23572233352106983	-0.19297260005872713	0.042749733462342704
High Sens/High Spec	0.95	0.95	C	1.6	1.6	14025	5191	-0.23572233352106983	-0.19518902569369456	0.04053330782737527
High Sens/High Spec	0.95	0.95	C	1.6	1.7000000000000002	13215	4891	-0.23572233352106983	-0.19714740503587425	0.038574928485195586
High Sens/High Spec	0.95	0.95	C	1.6	1.8	12517	4633	-0.23572233352106983	-0.1988833250157083	0.03683900850536154
High Sens/High Spec	0.95	0.95	C	1.6	1.9	11911	4409	-0.23572233352106983	-0.2004257666324463	0.03529656688862354
High Sens/High Spec	0.95	0.95	C	1.6	2	11381	4213	-0.23572233352106983	-0.2017985435102217	0.03392379001084814
High Sens/High Spec	0.95	0.95	C	1.7000000000000002	1	22108	8182	-0.23572233352106983	-0.17788075621903804	0.057841577302031794
High Sens/High Spec	0.95	0.95	C	1.7000000000000002	1.1	19767	7316	-0.23572233352106983	-0.18222654440233235	0.05349578911873748
High Sens/High Spec	0.95	0.95	C	1.7000000000000002	1.2	17913	6630	-0.23572233352106983	-0.18594203698451642	0.049780296536553414
High Sens/High Spec	0.95	0.95	C	1.7000000000000002	1.3	16412	6074	-0.23572233352106983	-0.18914554876564604	0.04657678475542379
High Sens/High Spec	0.95	0.95	C	1.7000000000000002	1.4	15177	5617	-0.23572233352106983	-0.19192702296885633	0.0437953105522135
High Sens/High Spec	0.95	0.95	C	1.7000000000000002	1.5	14145	5235	-0.23572233352106983	-0.19435602018795078	0.04136631333311905
High Sens/High Spec	0.95	0.95	C	1.7000000000000002	1.6	13272	4912	-0.23572233352106983	-0.19648714830995287	0.03923518521111696
High Sens/High Spec	0.95	0.95	C	1.7000000000000002	1.7000000000000002	12527	4637	-0.23572233352106983	-0.19836384107614663	0.0373584924449232
High Sens/High Spec	0.95	0.95	C	1.7000000000000002	1.8	11886	4399	-0.23572233352106983	-0.2000210426750282	0.03570129084604162
High Sens/High Spec	0.95	0.95	C	1.7000000000000002	1.9	11330	4193	-0.23572233352106983	-0.20148715057031985	0.03423518295074998
High Sens/High Spec	0.95	0.95	C	1.7000000000000002	2	10844	4014	-0.23572233352106983	-0.20278544481883937	0.032936888702230466
High Sens/High Spec	0.95	0.95	C	1.8	1	20788	7694	-0.23572233352106983	-0.1796323973339017	0.05608993618716812
High Sens/High Spec	0.95	0.95	C	1.8	1.1	18624	6893	-0.23572233352106983	-0.18386768927512329	0.051854644245946546
High Sens/High Spec	0.95	0.95	C	1.8	1.2	16908	6258	-0.23572233352106983	-0.1874803414126827	0.048241992108387144
High Sens/High Spec	0.95	0.95	C	1.8	1.3	15519	5744	-0.23572233352106983	-0.19058761984550793	0.045134713675561905
High Sens/High Spec	0.95	0.95	C	1.8	1.4	14376	5321	-0.23572233352106983	-0.19327848652012009	0.04244384700094975
High Sens/High Spec	0.95	0.95	C	1.8	1.5	13422	4968	-0.23572233352106983	-0.19562160847853205	0.04010072504253778
High Sens/High Spec	0.95	0.95	C	1.8	1.6	12615	4669	-0.23572233352106983	-0.1976707884973168	0.03805154502375302
High Sens/High Spec	0.95	0.95	C	1.8	1.7000000000000002	11928	4415	-0.23572233352106983	-0.19946873599615803	0.03625359752491181
High Sens/High Spec	0.95	0.95	C	1.8	1.8	11336	4196	-0.23572233352106983	-0.20104974090162503	0.0346725926194448
High Sens/High Spec	0.95	0.95	C	1.8	1.9	10825	4006	-0.23572233352106983	-0.20244160512023093	0.0332807284008389
High Sens/High Spec	0.95	0.95	C	1.8	2	10379	3842	-0.23572233352106983	-0.20366706094487347	0.032055272576196364
High Sens/High Spec	0.95	0.95	C	1.9	1	19625	7264	-0.23572233352106983	-0.1812637260972017	0.05445860742386813
High Sens/High Spec	0.95	0.95	C	1.9	1.1	17616	6520	-0.23572233352106983	-0.18539298241658342	0.050329351104486414
High Sens/High Spec	0.95	0.95	C	1.9	1.2	16022	5930	-0.23572233352106983	-0.1889070167429294	0.04681531677814044
High Sens/High Spec	0.95	0.95	C	1.9	1.3	14732	5453	-0.23572233352106983	-0.19192197635965724	0.04380035716141259
High Sens/High Spec	0.95	0.95	C	1.9	1.4	13671	5060	-0.23572233352106983	-0.1945258009184643	0.04119653260260553
High Sens/High Spec	0.95	0.95	C	1.9	1.5	12785	4732	-0.23572233352106983	-0.196786238805743	0.03893609471532683
High Sens/High Spec	0.95	0.95	C	1.9	1.6	12038	4455	-0.23572233352106983	-0.19875627059815212	0.03696606292291771
High Sens/High Spec	0.95	0.95	C	1.9	1.7000000000000002	11401	4220	-0.23572233352106983	-0.20047786744263646	0.03524446607843337
High Sens/High Spec	0.95	0.95	C	1.9	1.8	10855	4018	-0.23572233352106983	-0.201984651069966	0.03373768245110384
High Sens/High Spec	0.95	0.95	C	1.9	1.9	10383	3843	-0.23572233352106983	-0.20330381181268445	0.032418521708385384
High Sens/High Spec	0.95	0.95	C	1.9	2	9975	3692	-0.23572233352106983	-0.20445751458377057	0.031264818937299266
High Sens/High Spec	0.95	0.95	C	2	1	18593	6882	-0.23572233352106983	-0.1827908590978123	0.05293147442325752
High Sens/High Spec	0.95	0.95	C	2	1.1	16721	6189	-0.23572233352106983	-0.1868180961366968	0.04890423738437302
High Sens/High Spec	0.95	0.95	C	2	1.2	15236	5639	-0.23572233352106983	-0.19023726905659416	0.04548506446447567
High Sens/High Spec	0.95	0.95	C	2	1.3	14034	5194	-0.23572233352106983	-0.19316334956898282	0.042558983952087015
High Sens/High Spec	0.95	0.95	C	2	1.4	13046	4829	-0.23572233352106983	-0.19568322123039408	0.04003911229067575
High Sens/High Spec	0.95	0.95	C	2	1.5	12221	4524	-0.23572233352106983	-0.1978636917843891	0.03785864173668074
High Sens/High Spec	0.95	0.95	C	2	1.6	11527	4266	-0.23572233352106983	-0.19975690276548333	0.0359654307555865
High Sens/High Spec	0.95	0.95	C	2	1.7000000000000002	10937	4048	-0.23572233352106983	-0.20140407120691325	0.03431826231415658
High Sens/High Spec	0.95	0.95	C	2	1.8	10431	3861	-0.23572233352106983	-0.20283813309446116	0.03288420042660867
High Sens/High Spec	0.95	0.95	C	2	1.9	9997	3700	-0.23572233352106983	-0.20408564602489254	0.03163668749617729
High Sens/High Spec	0.95	0.95	C	2	2	9621	3561	-0.23572233352106983	-0.20516818128147152	0.030554152239598314
High Sens/Low Spec	0.95	0.7	C	1	1	88896	47220	-0.23572233352106983	0.07378337691491824	0.30950571043598807
High Sens/Low Spec	0.95	0.7	C	1	1.1	113196	60128	-0.23572233352106983	0.06452035948617466	0.3002426930072445
High Sens/Low Spec	0.95	0.7	C	1	1.2	147211	78197	-0.23572233352106983	0.055856612446341596	0.2915789459674114
High Sens/Low Spec	0.95	0.7	C	1	1.3	196604	104433	-0.23572233352106983	0.04774081552601289	0.2834631490470827
High Sens/Low Spec	0.95	0.7	C	1	1.4	271743	144346	-0.23572233352106983	0.040127506200537795	0.27584983972160765
High Sens/Low Spec	0.95	0.7	C	1	1.5	393260	208894	-0.23572233352106983	0.0329762658771563	0.26869859939822616
High Sens/Low Spec	0.95	0.7	C	1	1.6	606985	322422	-0.23572233352106983	0.026251038978021776	0.2619733724990916
High Sens/Low Spec	0.95	0.7	C	1	1.7000000000000002	1031882	548121	-0.23572233352106983	0.0199195601503024	0.25564189367137224
High Sens/Low Spec	0.95	0.7	C	1	1.8	2060126	1094310	-0.23572233352106983	0.013952869997834792	0.24967520351890463
High Sens/Low Spec	0.95	0.7	C	1	1.9	5672729	3013272	-0.23572233352106983	0.008324903706974375	0.2440472372280442
High Sens/Low Spec	0.95	0.7	C	1	2	42502418	22576671	-0.23572233352106983	0.0030121400282615957	0.23873447354933142
High Sens/Low Spec	0.95	0.7	C	1.1	1	945735	502361	-0.23572233352106983	0.02194464427979533	0.25766697780086517
High Sens/Low Spec	0.95	0.7	C	1.1	1.1	2296191	1219704	-0.23572233352106983	0.013897184037946049	0.24961951755901587
High Sens/Low Spec	0.95	0.7	C	1.1	1.2	10587395	5623872	-0.23572233352106983	0.006389704124925923	0.24211203764599576
High Sens/Low Spec	0.95	0.7	C	1.1	1.3	1081433055	574441631	-0.23572233352106983	-6.245013506608086e-4	0.23509783217040903
High Sens/Low Spec	0.95	0.7	C	1.1	1.4	7974847	4236124	-0.23572233352106983	-0.007186724772482362	0.22853560874858747
High Sens/Low Spec	0.95	0.7	C	1.1	1.5	2264577	1202911	-0.23572233352106983	-0.013333605524673135	0.2223887279963967
High Sens/Low Spec	0.95	0.7	C	1.1	1.6	1079879	573616	-0.23572233352106983	-0.019097765041238318	0.21662456847983153
High Sens/Low Spec	0.95	0.7	C	1.1	1.7000000000000002	641965	341003	-0.23572233352106983	-0.024508339978811834	0.211213993542258
High Sens/Low Spec	0.95	0.7	C	1.1	1.8	431450	229180	-0.23572233352106983	-0.029591432143024645	0.20613090137804518
High Sens/Low Spec	0.95	0.7	C	1.1	1.9	313561	166559	-0.23572233352106983	-0.034370489990456034	0.2013518435306138
High Sens/Low Spec	0.95	0.7	C	1.1	2	240584	127795	-0.23572233352106983	-0.038866633576486745	0.19685569994458307
High Sens/Low Spec	0.95	0.7	C	1.2	1	700538	372116	-0.23572233352106983	-0.024810221355150448	0.21091211216591937
High Sens/Low Spec	0.95	0.7	C	1.2	1.1	416597	221291	-0.23572233352106983	-0.031748094566426015	0.2039742389546438
High Sens/Low Spec	0.95	0.7	C	1.2	1.2	280474	148984	-0.23572233352106983	-0.038202608083682844	0.197519725437387
High Sens/Low Spec	0.95	0.7	C	1.2	1.3	204310	108527	-0.23572233352106983	-0.04421587560802082	0.19150645791304902
High Sens/Low Spec	0.95	0.7	C	1.2	1.4	157157	83480	-0.23572233352106983	-0.04982505531757279	0.18589727820349705
High Sens/Low Spec	0.95	0.7	C	1.2	1.5	125801	66824	-0.23572233352106983	-0.05506305326300647	0.18065928025806335
High Sens/Low Spec	0.95	0.7	C	1.2	1.6	103810	55143	-0.23572233352106983	-0.059959109558347996	0.17576322396272184
High Sens/Low Spec	0.95	0.7	C	1.2	1.7000000000000002	87741	46607	-0.23572233352106983	-0.06453928958459242	0.17118304393647743
High Sens/Low Spec	0.95	0.7	C	1.2	1.8	75609	40162	-0.23572233352106983	-0.06882689772321356	0.16689543579785626
High Sens/Low Spec	0.95	0.7	C	1.2	1.9	66202	35166	-0.23572233352106983	-0.07284282752890799	0.16287950599216183
High Sens/Low Spec	0.95	0.7	C	1.2	2	58747	31206	-0.23572233352106983	-0.07660585945999114	0.1591164740610787
High Sens/Low Spec	0.95	0.7	C	1.3	1	163785	87000	-0.23572233352106983	-0.05020775075022301	0.18551458277084681
High Sens/Low Spec	0.95	0.7	C	1.3	1.1	125411	66617	-0.23572233352106983	-0.056613981721480806	0.17910835179958903
High Sens/Low Spec	0.95	0.7	C	1.3	1.2	100120	53182	-0.23572233352106983	-0.06255519417185974	0.17316713934921008
High Sens/Low Spec	0.95	0.7	C	1.3	1.3	82495	43820	-0.23572233352106983	-0.06807250287635078	0.16764983064471906
High Sens/Low Spec	0.95	0.7	C	1.3	1.4	69676	37011	-0.23572233352106983	-0.07320207309082198	0.16252026043024786
High Sens/Low Spec	0.95	0.7	C	1.3	1.5	60032	31888	-0.23572233352106983	-0.07797583594018814	0.1577464975808817
High Sens/Low Spec	0.95	0.7	C	1.3	1.6	52575	27927	-0.23572233352106983	-0.08242208239964087	0.15330025112142898
High Sens/Low Spec	0.95	0.7	C	1.3	1.7000000000000002	46678	24795	-0.23572233352106983	-0.08656595927505654	0.1491563742460133
High Sens/Low Spec	0.95	0.7	C	1.3	1.8	41925	22270	-0.23572233352106983	-0.09042988555616019	0.14529244796490964
High Sens/Low Spec	0.95	0.7	C	1.3	1.9	38032	20202	-0.23572233352106983	-0.09403390367130314	0.1416884298497667
High Sens/Low Spec	0.95	0.7	C	1.3	2	34801	18486	-0.23572233352106983	-0.09739597721167337	0.13832635630939646
High Sens/Low Spec	0.95	0.7	C	1.4	1	141367	75092	-0.23572233352106983	-0.053151775089397654	0.1825705584316722
High Sens/Low Spec	0.95	0.7	C	1.4	1.1	109283	58050	-0.23572233352106983	-0.059634165085644536	0.1760881684354253
High Sens/Low Spec	0.95	0.7	C	1.4	1.2	87917	46700	-0.23572233352106983	-0.06562613699825222	0.1700961965228176
High Sens/Low Spec	0.95	0.7	C	1.4	1.3	72910	38729	-0.23572233352106983	-0.07117208616514183	0.164550247355928
High Sens/Low Spec	0.95	0.7	C	1.4	1.4	61927	32895	-0.23572233352106983	-0.07631090035581622	0.1594114331652536
High Sens/Low Spec	0.95	0.7	C	1.4	1.5	53622	28483	-0.23572233352106983	-0.08107677681359585	0.15464555670747399
High Sens/Low Spec	0.95	0.7	C	1.4	1.6	47174	25059	-0.23572233352106983	-0.08549989692748022	0.1502224365935896
High Sens/Low Spec	0.95	0.7	C	1.4	1.7000000000000002	42058	22341	-0.23572233352106983	-0.08960698667967334	0.1461153468413965
High Sens/Low Spec	0.95	0.7	C	1.4	1.8	37924	20145	-0.23572233352106983	-0.09342178481269489	0.14230054870837494
High Sens/Low Spec	0.95	0.7	C	1.4	1.9	34531	18343	-0.23572233352106983	-0.09696543595696756	0.13875689756410226
High Sens/Low Spec	0.95	0.7	C	1.4	2	31710	16844	-0.23572233352106983	-0.10025682236296489	0.13546551115810496
High Sens/Low Spec	0.95	0.7	C	1.5	1	123409	65553	-0.23572233352106983	-0.05600130116009102	0.1797210323609788
High Sens/Low Spec	0.95	0.7	C	1.5	1.1	96254	51129	-0.23572233352106983	-0.06253998332882886	0.17318235019224099
High Sens/Low Spec	0.95	0.7	C	1.5	1.2	77998	41432	-0.23572233352106983	-0.06856445514358159	0.16715787837748824
High Sens/Low Spec	0.95	0.7	C	1.5	1.3	65082	34571	-0.23572233352106983	-0.07412220329227988	0.16160013022878994
High Sens/Low Spec	0.95	0.7	C	1.5	1.4	55574	29520	-0.23572233352106983	-0.07925465967973715	0.1564676738413327
High Sens/Low Spec	0.95	0.7	C	1.5	1.5	48353	25684	-0.23572233352106983	-0.0839981204223504	0.15172421309871942
High Sens/Low Spec	0.95	0.7	C	1.5	1.6	42725	22695	-0.23572233352106983	-0.08838450087556574	0.1473378326455041
High Sens/Low Spec	0.95	0.7	C	1.5	1.7000000000000002	38247	20317	-0.23572233352106983	-0.09244195983936271	0.14328037368170712
High Sens/Low Spec	0.95	0.7	C	1.5	1.8	34620	18390	-0.23572233352106983	-0.09619541862202083	0.139526914899049
High Sens/Low Spec	0.95	0.7	C	1.5	1.9	31638	16806	-0.23572233352106983	-0.0996669950202046	0.13605533850086524
High Sens/Low Spec	0.95	0.7	C	1.5	2	29156	15487	-0.23572233352106983	-0.10287636800100189	0.13284596552006794
High Sens/Low Spec	0.95	0.7	C	1.6	1	108781	57783	-0.23572233352106983	-0.05876804648512606	0.17695428703594376
High Sens/Low Spec	0.95	0.7	C	1.6	1.1	85558	45447	-0.23572233352106983	-0.06534568447676244	0.17037664904430738
High Sens/Low Spec	0.95	0.7	C	1.6	1.2	69808	37081	-0.23572233352106983	-0.0713867569420524	0.16433557657901743
High Sens/Low Spec	0.95	0.7	C	1.6	1.3	58590	31122	-0.23572233352106983	-0.07694165180253205	0.15878068171853776
High Sens/Low Spec	0.95	0.7	C	1.6	1.4	50289	26713	-0.23572233352106983	-0.08205416771956726	0.15366816580150255
High Sens/Low Spec	0.95	0.7	C	1.6	1.5	43958	23350	-0.23572233352106983	-0.08676253454398844	0.1489597989770814
High Sens/Low Spec	0.95	0.7	C	1.6	1.6	39008	20721	-0.23572233352106983	-0.09110024776502645	0.14462208575604338
High Sens/Low Spec	0.95	0.7	C	1.6	1.7000000000000002	35058	18623	-0.23572233352106983	-0.09509675531063749	0.14062557821043234
High Sens/Low Spec	0.95	0.7	C	1.6	1.8	31854	16920	-0.23572233352106983	-0.09877802624284215	0.13694430727822768
High Sens/Low Spec	0.95	0.7	C	1.6	1.9	29216	15519	-0.23572233352106983	-0.10216702429893576	0.13355530922213407
High Sens/Low Spec	0.95	0.7	C	1.6	2	27018	14352	-0.23572233352106983	-0.10528410424866244	0.1304382292724074
High Sens/Low Spec	0.95	0.7	C	1.7000000000000002	1	96692	51362	-0.23572233352106983	-0.061462061003129634	0.17426027251794018
High Sens/Low Spec	0.95	0.7	C	1.7000000000000002	1.1	76655	40718	-0.23572233352106983	-0.06806343091841222	0.16765890260265762
High Sens/Low Spec	0.95	0.7	C	1.7000000000000002	1.2	62955	33441	-0.23572233352106983	-0.07410715877637902	0.1616151747446908
High Sens/Low Spec	0.95	0.7	C	1.7000000000000002	1.3	53136	28225	-0.23572233352106983	-0.07964634462628702	0.1560759888947828
