scenario_id	scenario_name	test_type	target_group	sensitivity	specificity	sim_id	true_beta	empirical_beta	p_value	n_enrolled	bias	mse	significant	wrong_direction	significant_wrong
26	Conservative	Perfect (100%)	C	1	1	1	-0.35667494393873245	-0.4136437328788292	0.0013132063692800067	3866.4125	-0.05696878894009677	0.003245442913301292	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	2	-0.35667494393873245	-0.49445966272137293	1.585930873102548e-4	3866.4125	-0.13778471878264048	0.018984628730011322	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	3	-0.35667494393873245	-0.43619533650915276	9.941104051788274e-4	3866.4125	-0.07952039257042032	0.0063234928345537586	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	4	-0.35667494393873245	-0.5458012307365401	1.8796928844100336e-5	3866.4125	-0.18912628679780763	0.035768752357926585	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	5	-0.35667494393873245	-0.46624099120008106	4.7857778218185487e-4	3866.4125	-0.10956604726134861	0.012004718712476077	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	6	-0.35667494393873245	-0.2732071440595582	0.03426803456691574	3866.4125	0.08346779987917424	0.006966873616669879	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	7	-0.35667494393873245	-0.46847093917079424	3.784990396316079e-4	3866.4125	-0.1117959952320618	0.012498344549927183	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	8	-0.35667494393873245	-0.22325542282037344	0.07430984428462495	3866.4125	0.133419521118359	0.017800768615452243	FALSE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	9	-0.35667494393873245	-0.2165239055842518	0.07749741519899955	3866.4125	0.14015103835448064	0.019642313551839104	FALSE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	10	-0.35667494393873245	-0.5515834171813135	1.1769400144467923e-5	3866.4125	-0.1949084732425811	0.03798931294175395	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	11	-0.35667494393873245	-0.34783447904623244	0.005650547212348367	3866.4125	0.00884046489250001	7.815381951552522e-5	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	12	-0.35667494393873245	-0.31181858040301585	0.01954568490773312	3866.4125	0.04485636353571659	0.0020120933496483653	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	13	-0.35667494393873245	-0.5179104285547333	3.1301452250942496e-5	3866.4125	-0.1612354846160009	0.025996881499356663	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	14	-0.35667494393873245	-0.34974515874856155	0.006209121967661879	3866.4125	0.006929785190170901	4.8021922781911945e-5	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	15	-0.35667494393873245	-0.20401297903453453	0.10295204267444247	3866.4125	0.15266196490419792	0.02330567552841056	FALSE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	16	-0.35667494393873245	-0.1732146512708709	0.1661045197756259	3866.4125	0.18346029266786154	0.033657678985777414	FALSE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	17	-0.35667494393873245	-0.2694394478151482	0.039562463384704816	3866.4125	0.08723549612358422	0.007610031783927878	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	18	-0.35667494393873245	-0.3456718975558779	0.007429729724033218	3866.4125	0.011003046382854542	1.2106702970324843e-4	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	19	-0.35667494393873245	-0.37870784815603287	0.002710648738753485	3866.4125	-0.02203290421730042	4.854488682487346e-4	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	20	-0.35667494393873245	-0.2984736779448112	0.02043644058098104	3866.4125	0.058201265993921225	0.0033873873632951712	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	21	-0.35667494393873245	-0.37481204991336714	0.002961426052663474	3866.4125	-0.018137105974634693	3.289546131351295e-4	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	22	-0.35667494393873245	-0.37429818917052454	0.0055357053610815	3866.4125	-0.017623245231792095	3.105787724998828e-4	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	23	-0.35667494393873245	-0.4411452249600423	0.001029985991232274	3866.4125	-0.08447028102130988	0.007135228375819064	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	24	-0.35667494393873245	-0.5495749404998975	1.4674544868809036e-5	3866.4125	-0.19289999656116508	0.0372104086732975	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	25	-0.35667494393873245	-0.28258877924442843	0.031594204297354156	3866.4125	0.07408616469430401	0.005488759799111538	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	26	-0.35667494393873245	-0.376675158238303	0.0020096448438959857	3866.4125	-0.02000021429957055	4.0000857202874635e-4	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	27	-0.35667494393873245	-0.34358540706511426	0.006647306241607809	3866.4125	0.01308953687361819	1.7133597556581026e-4	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	28	-0.35667494393873245	-0.411600714924661	9.113091253505345e-4	3866.4125	-0.054925770985928546	0.00301684031839867	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	29	-0.35667494393873245	-0.3236476019137228	0.010764483545076309	3866.4125	0.03302734202500962	0.0010908053212369665	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	30	-0.35667494393873245	-0.28109127542470674	0.021816147006048725	3866.4125	0.0755836685140257	0.00571289094603812	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	31	-0.35667494393873245	-0.3577582710516067	0.006798419998343852	3866.4125	-0.0010833271128742328	1.1735976334884207e-6	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	32	-0.35667494393873245	-0.4855701472342409	2.595375909314468e-4	3866.4125	-0.12889520329550846	0.016613973432590457	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	33	-0.35667494393873245	-0.1414323540071632	0.2460312712398799	3866.4125	0.21524258993156925	0.04632937252044968	FALSE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	34	-0.35667494393873245	-0.42050815393781643	8.878890102255177e-4	3866.4125	-0.06383320999908398	0.004074678698787156	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	35	-0.35667494393873245	-0.2634293857929646	0.03962951687007232	3866.4125	0.09324555814576785	0.008694734113915773	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	36	-0.35667494393873245	-0.1363807112755613	0.2644795375029214	3866.4125	0.22029423266317114	0.048529548944655373	FALSE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	37	-0.35667494393873245	-0.309225914935566	0.014153659335016444	3866.4125	0.04744902900316644	0.0022514103533433304	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	38	-0.35667494393873245	-0.33494591357696585	0.012672908658777349	3866.4125	0.0217290303617666	4.721507604625747e-4	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	39	-0.35667494393873245	-0.4985122259903405	5.053592492354486e-5	3866.4125	-0.14183728205160806	0.020117814579787417	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	40	-0.35667494393873245	-0.513024961472784	5.1732811011784285e-5	3866.4125	-0.15635001753405153	0.02444532798289822	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	41	-0.35667494393873245	-0.4940924473603581	2.734156002687227e-4	3866.4125	-0.13741750342162568	0.018883570246632505	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	42	-0.35667494393873245	-0.3634154067056461	0.004197834939841494	3866.4125	-0.006740462766913646	4.543383831214917e-5	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	43	-0.35667494393873245	-0.4397088390207344	0.001085360322411577	3866.4125	-0.08303389508200193	0.006894627732488904	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	44	-0.35667494393873245	-0.4527216869067344	3.1814488371795235e-4	3866.4125	-0.09604674296800197	0.009224976834761436	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	45	-0.35667494393873245	-0.34363107660208425	0.006234476627936858	3866.4125	0.013043867336648196	1.701424750960777e-4	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	46	-0.35667494393873245	-0.36665941131781016	0.0025447740205067904	3866.4125	-0.00998446737907771	9.968958884386692e-5	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	47	-0.35667494393873245	-0.3070361767609127	0.014465403936253063	3866.4125	0.04963876717781973	0.0024640072069337933	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	48	-0.35667494393873245	-0.31128707811795164	0.01800070541790022	3866.4125	0.045387865820780804	0.0020600583637652025	TRUE	FALSE	FALSE
26	Conservative	Perfect (100%)	C	1	1	49	-0.35667494393873245	-0.24174440682569107	0.04680878578264647	3866.4125	0.11493053711304138	0.013209028361092182	TRUE	FALSE	FALSE
