scenario_id	scenario_name	test_type	target_group	sensitivity	specificity	sim_id	true_beta	empirical_beta	p_value	n_enrolled	bias	mse	significant	wrong_direction	significant_wrong
24	ARREST	Balanced/Moderate	E	0.8	0.8	1	-1.2039728043259361	0.12136194338491407	0.05536064286857112	17638.9425	1.3253347477108501	1.7565121934897827	FALSE	TRUE	FALSE
24	ARREST	Balanced/Moderate	E	0.8	0.8	2	-1.2039728043259361	0.072864713363052	0.2513609771318859	17638.9425	1.2768375176889881	1.6303140465781771	FALSE	TRUE	FALSE
24	ARREST	Balanced/Moderate	E	0.8	0.8	3	-1.2039728043259361	0.1281046119248279	0.03799292386497288	17638.9425	1.332077416250764	1.7744302428853114	TRUE	TRUE	TRUE
24	ARREST	Balanced/Moderate	E	0.8	0.8	4	-1.2039728043259361	0.13118322630160262	0.0392123190591146	17638.9425	1.3351560306275387	1.7826416261210851	TRUE	TRUE	TRUE
24	ARREST	Balanced/Moderate	E	0.8	0.8	5	-1.2039728043259361	-8.584284968320212e-4	0.9889942897982347	17638.9425	1.203114375829104	1.4474842013266547	FALSE	FALSE	FALSE
24	ARREST	Balanced/Moderate	E	0.8	0.8	6	-1.2039728043259361	0.24640858502486826	6.249685526815707e-5	17638.9425	1.4503813893508044	2.1036061745751695	TRUE	TRUE	TRUE
24	ARREST	Balanced/Moderate	E	0.8	0.8	7	-1.2039728043259361	0.1942288108008808	0.0017860566160310398	17638.9425	1.3982016151268168	1.9549677565432393	TRUE	TRUE	TRUE
24	ARREST	Balanced/Moderate	E	0.8	0.8	8	-1.2039728043259361	0.2302481026994119	2.0880000291934042e-4	17638.9425	1.434220907025348	2.056989610148612	TRUE	TRUE	TRUE
24	ARREST	Balanced/Moderate	E	0.8	0.8	9	-1.2039728043259361	0.21485168297736754	6.551120026725421e-4	17638.9425	1.4188244873033036	2.0130629257714823	TRUE	TRUE	TRUE
24	ARREST	Balanced/Moderate	E	0.8	0.8	10	-1.2039728043259361	0.05673871058499285	0.3721814198527069	17638.9425	1.260711514910929	1.5893935238290093	FALSE	TRUE	FALSE
24	ARREST	Balanced/Moderate	E	0.8	0.8	11	-1.2039728043259361	0.25355784088961697	4.6277546540740566e-5	17638.9425	1.4575306452155532	2.124395581742467	TRUE	TRUE	TRUE
24	ARREST	Balanced/Moderate	E	0.8	0.8	12	-1.2039728043259361	0.2533280320783484	5.151173263984177e-5	17638.9425	1.4573008364042845	2.123725727784627	TRUE	TRUE	TRUE
24	ARREST	Balanced/Moderate	E	0.8	0.8	13	-1.2039728043259361	0.09269860902452073	0.1428782288110122	17638.9425	1.2966714133504569	1.6813567542002714	FALSE	TRUE	FALSE
24	ARREST	Balanced/Moderate	E	0.8	0.8	14	-1.2039728043259361	0.13888541530329193	0.02986413958430112	17638.9425	1.342858219629228	1.80326819802578	TRUE	TRUE	TRUE
24	ARREST	Balanced/Moderate	E	0.8	0.8	15	-1.2039728043259361	0.09083369692034632	0.1495705841388122	17638.9425	1.2948065012462824	1.676523875669639	FALSE	TRUE	FALSE
24	ARREST	Balanced/Moderate	E	0.8	0.8	16	-1.2039728043259361	0.2184065961894119	6.060031862035187e-4	17638.9425	1.422379400515348	2.023163159010401	TRUE	TRUE	TRUE
24	ARREST	Balanced/Moderate	E	0.8	0.8	17	-1.2039728043259361	0.13781553698703822	0.028364933132595804	17638.9425	1.3417883413129743	1.8003959528834228	TRUE	TRUE	TRUE
24	ARREST	Balanced/Moderate	E	0.8	0.8	18	-1.2039728043259361	0.23083835100050934	2.1231612345329332e-4	17638.9425	1.4348111553264455	2.0586830514492096	TRUE	TRUE	TRUE
24	ARREST	Balanced/Moderate	E	0.8	0.8	19	-1.2039728043259361	0.12577490561002483	0.046836487520031556	17638.9425	1.329747709935961	1.7682289720799325	TRUE	TRUE	TRUE
24	ARREST	Balanced/Moderate	E	0.8	0.8	20	-1.2039728043259361	0.12004530269503778	0.0597501984222073	17638.9425	1.324018107020974	1.7530239477194034	FALSE	TRUE	FALSE
24	ARREST	Balanced/Moderate	E	0.8	0.8	21	-1.2039728043259361	0.2385935153342583	1.7979008954072118e-4	17638.9425	1.4425663196601943	2.0809975866179578	TRUE	TRUE	TRUE
24	ARREST	Balanced/Moderate	E	0.8	0.8	22	-1.2039728043259361	0.14565983238105457	0.020570760055483084	17638.9425	1.3496326367069906	1.8215082540646637	TRUE	TRUE	TRUE
24	ARREST	Balanced/Moderate	E	0.8	0.8	23	-1.2039728043259361	0.15100976717323103	0.014911022140084107	17638.9425	1.3549825714991672	1.8359777690664958	TRUE	TRUE	TRUE
24	ARREST	Balanced/Moderate	E	0.8	0.8	24	-1.2039728043259361	0.2692945002017517	2.4770462864087683e-5	17638.9425	1.4732673045276878	2.170516550590279	TRUE	TRUE	TRUE
