scenario_id	scenario_name	test_type	target_group	sensitivity	specificity	sim_id	true_beta	empirical_beta	p_value	n_enrolled	bias	mse	significant	wrong_direction	significant_wrong
16	ARREST	High Sens/Low Spec	E	0.95	0.7	1	-1.2039728043259361	0.11711661053394577	0.08704883326005786	13345.23	1.321089414859882	1.7452772420548253	FALSE	TRUE	FALSE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	2	-1.2039728043259361	0.23054944314386194	7.890188844394963e-4	13345.23	1.434522247469798	2.0578540784858004	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	3	-1.2039728043259361	0.16615500707360423	0.015995818895454317	13345.23	1.3701278113995403	1.8772502195704943	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	4	-1.2039728043259361	0.2289414725669182	0.001013610648601948	13345.23	1.4329142768928542	2.0532433249233715	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	5	-1.2039728043259361	0.23752953946196537	5.457141884067651e-4	13345.23	1.4415023437879015	2.0779290071460137	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	6	-1.2039728043259361	0.23137457679532744	8.095088311910192e-4	13345.23	1.4353473811212636	2.06022210449167	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	7	-1.2039728043259361	0.14974605865834809	0.028097428323358153	13345.23	1.3537188629842842	1.8325547599994634	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	8	-1.2039728043259361	0.17351678776431637	0.012010567393472504	13345.23	1.3774895920902526	1.8974775763169704	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	9	-1.2039728043259361	0.26886276336605386	9.346415619349013e-5	13345.23	1.47283556769199	2.169244609458586	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	10	-1.2039728043259361	0.20438803086111706	0.0031061288927639596	13345.23	1.4083608351870531	1.9834802420887738	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	11	-1.2039728043259361	0.26172400662289064	1.1249553706216275e-4	13345.23	1.4656968109488266	2.1482671416255603	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	12	-1.2039728043259361	0.21216861749304974	0.0016558869452879543	13345.23	1.4161414218189858	2.005456526591499	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	13	-1.2039728043259361	0.24215547469571064	3.40646145744139e-4	13345.23	1.4461282790216468	2.0912869993861096	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	14	-1.2039728043259361	0.17138692422523424	0.014951336460590103	13345.23	1.3753597285511703	1.891614382920349	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	15	-1.2039728043259361	0.21395741114356767	0.0024678018115721345	13345.23	1.4179302154695037	2.010526095941393	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	16	-1.2039728043259361	0.3113920030109247	9.035416228542203e-6	13345.23	1.5153648073368609	2.2963304993150815	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	17	-1.2039728043259361	0.15909373538899504	0.02405873148336024	13345.23	1.363066539714931	1.8579503916904359	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	18	-1.2039728043259361	0.15029683149108933	0.03495909885961779	13345.23	1.3542696358170254	1.8340462464959786	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	19	-1.2039728043259361	0.24728880337987164	3.8227379290889374e-4	13345.23	1.4512616077058078	2.106160254000846	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	20	-1.2039728043259361	0.22549462723836322	0.0013631729546131899	13345.23	1.4294674315642992	2.0433771379030343	TRUE	TRUE	TRUE
16	ARREST	High Sens/Low Spec	E	0.95	0.7	21	-1.2039728043259361	0.2650076405444883	9.365024783669629e-5	13345.23	1.4689804448704245	2.1579035474117103	TRUE	TRUE	TRUE
