scenario_id	scenario_name	test_type	target_group	sensitivity	specificity	sim_id	true_beta	empirical_beta	p_value	n_enrolled	bias	mse	significant	wrong_direction	significant_wrong
39	Conservative	High Sens/Low Spec	D	0.95	0.7	1	0.1823215567939546	0.05760731751821374	0.008040109767367576	93090.855	-0.12471423927574085	0.015553641478126741	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	2	0.1823215567939546	0.12253868301541358	1.2069586108331976e-8	93090.855	-0.05978287377854101	0.0035739919972209663	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	3	0.1823215567939546	0.05353886057418989	0.013302479314102111	93090.855	-0.1287826962197647	0.016584982845632198	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	4	0.1823215567939546	0.07658853338153777	3.8343135246698967e-4	93090.855	-0.10573302341241682	0.011179472239930682	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	5	0.1823215567939546	0.03831490397894884	0.07447588692717144	93090.855	-0.14400665281500574	0.0207379160549816	FALSE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	6	0.1823215567939546	0.07332673583613825	6.600689896568701e-4	93090.855	-0.10899482095781635	0.011879870995626441	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	7	0.1823215567939546	0.03685531118287337	0.08352174601924856	93090.855	-0.14546624561108124	0.02116042861218341	FALSE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	8	0.1823215567939546	0.06913013290557574	0.0013569834114166568	93090.855	-0.11319142388837886	0.012812298441878664	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	9	0.1823215567939546	0.054446065365339656	0.011237617242182862	93090.855	-0.12787549142861493	0.01635214130810977	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	10	0.1823215567939546	0.03703271070329329	0.08379729276712111	93090.855	-0.1452888460906613	0.02110884879835587	FALSE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	11	0.1823215567939546	0.012546902230442055	0.5622015418735411	93090.855	-0.16977465456351254	0.02882343333216001	FALSE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	12	0.1823215567939546	0.06687398535806177	0.0018953797445331322	93090.855	-0.11544757143589282	0.013328141750445575	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	13	0.1823215567939546	0.06911705575483897	0.0013865937646655446	93090.855	-0.11320450103911563	0.012815259055515131	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	14	0.1823215567939546	0.039741070659668365	0.06257513536164383	93090.855	-0.14258048613428623	0.02032919502628939	FALSE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	15	0.1823215567939546	0.07143699248865513	8.803200560844049e-4	93090.855	-0.11088456430529946	0.01229538660117609	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	16	0.1823215567939546	0.03884988456022639	0.07056071223252636	93090.855	-0.1434716722337282	0.020584120733542335	FALSE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	17	0.1823215567939546	0.043438289054385924	0.04247522781725699	93090.855	-0.13888326773956866	0.019288562058020712	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	18	0.1823215567939546	0.029152036671446033	0.17443717860546126	93090.855	-0.15316952012250856	0.023460901894559554	FALSE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	19	0.1823215567939546	0.04399998501816003	0.040600686946789755	93090.855	-0.13832157177579457	0.01913285721852629	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	20	0.1823215567939546	0.05814453634875914	0.007182610044705995	93090.855	-0.12417702044519545	0.015419932406646488	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	21	0.1823215567939546	0.05458815976040272	0.01159681064324658	93090.855	-0.12773339703355188	0.016315820717731	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	22	0.1823215567939546	0.055965346291365445	0.009441352957760718	93090.855	-0.12635621050258916	0.015965891932574625	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	23	0.1823215567939546	0.024907265278636695	0.24419221964411608	93090.855	-0.15741429151531788	0.02477925917326948	FALSE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	24	0.1823215567939546	0.040630260593127195	0.05905055469264475	93090.855	-0.1416912962008274	0.020076423419070608	FALSE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	25	0.1823215567939546	0.07197206736030762	8.773376910290454e-4	93090.855	-0.11034948943364697	0.012177009818266565	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	26	0.1823215567939546	0.06923382383047011	0.0012599734863640855	93090.855	-0.11308773296348448	0.012788835346820375	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	27	0.1823215567939546	0.08170186405084143	1.4114035189183305e-4	93090.855	-0.10061969274311316	0.0101243225677185	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	28	0.1823215567939546	0.07147093732309125	8.968403612551468e-4	93090.855	-0.11085061947086335	0.012287859837074148	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	29	0.1823215567939546	0.05242671361654571	0.01485674224315403	93090.855	-0.12989484317740888	0.016872670284083645	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	30	0.1823215567939546	0.0638664620087664	0.0030819639587198466	93090.855	-0.11845509478518819	0.014031609480567918	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	31	0.1823215567939546	0.07275393284093479	7.227240801733759e-4	93090.855	-0.1095676239530198	0.01200506421871036	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	32	0.1823215567939546	0.06280243136920735	0.0034407583777247286	93090.855	-0.11951912542474724	0.014284821342296462	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	33	0.1823215567939546	0.06522074924403153	0.0024481954971031783	93090.855	-0.11710080754992307	0.013712599128844118	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	34	0.1823215567939546	0.07346019055234082	5.892066295615228e-4	93090.855	-0.10886136624161377	0.011850797059990767	TRUE	FALSE	FALSE
39	Conservative	High Sens/Low Spec	D	0.95	0.7	35	0.1823215567939546	0.03674370342257226	0.08754207201435771	93090.855	-0.14557785337138235	0.0211929113922197	FALSE	FALSE	FALSE
